sample_id,video_id,split,video_path,n_map_frames,n_fixation_frames,mean_map_intensity,peak_map_intensity,peak_to_mean_map_ratio,mean_map_concentration,mean_fixation_density,selected_tail
dhf1k_517,517,train,data/attention_capture/DHF1K/video/517.AVI,326,326,0.02298284652557201,,,,,high
dhf1k_519,519,train,data/attention_capture/DHF1K/video/519.AVI,758,758,0.013772284459091703,,,,,low
dhf1k_520,520,train,data/attention_capture/DHF1K/video/520.AVI,564,564,0.01915376053971126,,,,,high
dhf1k_523,523,train,data/attention_capture/DHF1K/video/523.AVI,1035,1035,0.018810304505795527,,,,,high
dhf1k_528,528,train,data/attention_capture/DHF1K/video/528.AVI,587,587,0.01286312139845331,,,,,low
dhf1k_529,529,train,data/attention_capture/DHF1K/video/529.AVI,619,619,0.014491821862666933,,,,,low
dhf1k_530,530,train,data/attention_capture/DHF1K/video/530.AVI,400,400,0.018440320889931174,,,,,high
dhf1k_531,531,train,data/attention_capture/DHF1K/video/531.AVI,725,725,0.020629563412532723,,,,,high
dhf1k_532,532,train,data/attention_capture/DHF1K/video/532.AVI,885,885,0.014696044902617143,,,,,low
dhf1k_533,533,train,data/attention_capture/DHF1K/video/533.AVI,538,538,0.020235456022534338,,,,,high
dhf1k_534,534,train,data/attention_capture/DHF1K/video/534.AVI,920,920,0.014354741888161262,,,,,low
dhf1k_536,536,train,data/attention_capture/DHF1K/video/536.AVI,291,291,0.013698006844103234,,,,,low
dhf1k_540,540,train,data/attention_capture/DHF1K/video/540.AVI,888,888,0.014788917461955533,,,,,low
dhf1k_543,543,train,data/attention_capture/DHF1K/video/543.AVI,703,703,0.01408310409815476,,,,,low
dhf1k_546,546,train,data/attention_capture/DHF1K/video/546.AVI,747,747,0.013921915052316514,,,,,low
dhf1k_551,551,train,data/attention_capture/DHF1K/video/551.AVI,301,301,0.01215733850121102,,,,,low
dhf1k_553,553,train,data/attention_capture/DHF1K/video/553.AVI,757,757,0.01194681441337559,,,,,low
dhf1k_556,556,train,data/attention_capture/DHF1K/video/556.AVI,698,698,0.01788775119957191,,,,,high
dhf1k_560,560,train,data/attention_capture/DHF1K/video/560.AVI,435,435,0.014372321725662413,,,,,low
dhf1k_562,562,train,data/attention_capture/DHF1K/video/562.AVI,387,387,0.01483885885050246,,,,,low
dhf1k_563,563,train,data/attention_capture/DHF1K/video/563.AVI,595,595,0.017874870593307397,,,,,high
dhf1k_565,565,train,data/attention_capture/DHF1K/video/565.AVI,446,446,0.012240104385622414,,,,,low
dhf1k_569,569,train,data/attention_capture/DHF1K/video/569.AVI,878,878,0.01911352420594874,,,,,high
dhf1k_571,571,train,data/attention_capture/DHF1K/video/571.AVI,806,806,0.014469951187276626,,,,,low
dhf1k_572,572,train,data/attention_capture/DHF1K/video/572.AVI,206,206,0.01880188725291959,,,,,high
dhf1k_573,573,train,data/attention_capture/DHF1K/video/573.AVI,752,752,0.018360513422212146,,,,,high
dhf1k_575,575,train,data/attention_capture/DHF1K/video/575.AVI,351,351,0.013222772125260867,,,,,low
dhf1k_576,576,train,data/attention_capture/DHF1K/video/576.AVI,285,285,0.011344506919972207,,,,,low
dhf1k_577,577,train,data/attention_capture/DHF1K/video/577.AVI,919,919,0.014233061302477602,,,,,low
dhf1k_579,579,train,data/attention_capture/DHF1K/video/579.AVI,469,469,0.017899885340762544,,,,,high
dhf1k_580,580,train,data/attention_capture/DHF1K/video/580.AVI,547,547,0.02026006639330653,,,,,high
dhf1k_582,582,train,data/attention_capture/DHF1K/video/582.AVI,439,439,0.013407787913774779,,,,,low
dhf1k_585,585,train,data/attention_capture/DHF1K/video/585.AVI,210,210,0.018862691157985303,,,,,high
dhf1k_587,587,train,data/attention_capture/DHF1K/video/587.AVI,281,281,0.018578495281778303,,,,,high
dhf1k_588,588,train,data/attention_capture/DHF1K/video/588.AVI,428,428,0.014337447705835313,,,,,low
dhf1k_594,594,train,data/attention_capture/DHF1K/video/594.AVI,498,498,0.018887758155888223,,,,,high
dhf1k_596,596,train,data/attention_capture/DHF1K/video/596.AVI,497,497,0.01403053856213058,,,,,low
dhf1k_600,600,train,data/attention_capture/DHF1K/video/600.AVI,249,249,0.02121792971549264,,,,,high
dhf1k_601,601,val,data/attention_capture/DHF1K/video/601.AVI,739,739,0.012214141978513001,,,,,low
dhf1k_603,603,val,data/attention_capture/DHF1K/video/603.AVI,1103,1103,0.018770337750728252,,,,,high
dhf1k_607,607,val,data/attention_capture/DHF1K/video/607.AVI,797,797,0.017894149867764008,,,,,high
dhf1k_610,610,val,data/attention_capture/DHF1K/video/610.AVI,443,443,0.013117921823513764,,,,,low
dhf1k_613,613,val,data/attention_capture/DHF1K/video/613.AVI,546,546,0.01818340421302906,,,,,high
dhf1k_614,614,val,data/attention_capture/DHF1K/video/614.AVI,516,516,0.01844841726539411,,,,,high
dhf1k_615,615,val,data/attention_capture/DHF1K/video/615.AVI,630,630,0.019615891342243504,,,,,high
dhf1k_616,616,val,data/attention_capture/DHF1K/video/616.AVI,854,854,0.018287045844073736,,,,,high
dhf1k_617,617,val,data/attention_capture/DHF1K/video/617.AVI,808,808,0.012211774334675716,,,,,low
dhf1k_618,618,val,data/attention_capture/DHF1K/video/618.AVI,471,471,0.019751149755675195,,,,,high
dhf1k_619,619,val,data/attention_capture/DHF1K/video/619.AVI,304,304,0.017951207600019285,,,,,high
dhf1k_620,620,val,data/attention_capture/DHF1K/video/620.AVI,840,840,0.018319587280330736,,,,,high
dhf1k_621,621,val,data/attention_capture/DHF1K/video/621.AVI,414,414,0.014616242789883832,,,,,low
dhf1k_623,623,val,data/attention_capture/DHF1K/video/623.AVI,831,831,0.01850665947500836,,,,,high
dhf1k_625,625,val,data/attention_capture/DHF1K/video/625.AVI,538,538,0.014771719410371548,,,,,low
dhf1k_626,626,val,data/attention_capture/DHF1K/video/626.AVI,296,296,0.014805723886269875,,,,,low
dhf1k_627,627,val,data/attention_capture/DHF1K/video/627.AVI,613,613,0.019170651589117665,,,,,high
dhf1k_630,630,val,data/attention_capture/DHF1K/video/630.AVI,937,937,0.018048289092804287,,,,,high
dhf1k_631,631,val,data/attention_capture/DHF1K/video/631.AVI,842,842,0.014735952227082183,,,,,low
dhf1k_632,632,val,data/attention_capture/DHF1K/video/632.AVI,725,725,0.01849255553157679,,,,,high
dhf1k_633,633,val,data/attention_capture/DHF1K/video/633.AVI,593,593,0.013543307540143571,,,,,low
dhf1k_634,634,val,data/attention_capture/DHF1K/video/634.AVI,908,908,0.014911255994114189,,,,,low
dhf1k_636,636,val,data/attention_capture/DHF1K/video/636.AVI,511,511,0.013499551963921337,,,,,low
dhf1k_637,637,val,data/attention_capture/DHF1K/video/637.AVI,655,655,0.0179535209023543,,,,,high
dhf1k_638,638,val,data/attention_capture/DHF1K/video/638.AVI,462,462,0.012094481221251029,,,,,low
dhf1k_640,640,val,data/attention_capture/DHF1K/video/640.AVI,472,472,0.013809456182170218,,,,,low
dhf1k_641,641,val,data/attention_capture/DHF1K/video/641.AVI,420,420,0.017870104003564587,,,,,high
dhf1k_642,642,val,data/attention_capture/DHF1K/video/642.AVI,599,599,0.018660710188552414,,,,,high
dhf1k_645,645,val,data/attention_capture/DHF1K/video/645.AVI,613,613,0.014558256403231601,,,,,low
dhf1k_646,646,val,data/attention_capture/DHF1K/video/646.AVI,311,311,0.011930875475683108,,,,,low
dhf1k_649,649,val,data/attention_capture/DHF1K/video/649.AVI,547,547,0.014462155265260276,,,,,low
dhf1k_653,653,val,data/attention_capture/DHF1K/video/653.AVI,502,502,0.01873880261332687,,,,,high
dhf1k_654,654,val,data/attention_capture/DHF1K/video/654.AVI,432,432,0.014265574634514956,,,,,low
dhf1k_656,656,val,data/attention_capture/DHF1K/video/656.AVI,412,412,0.022556408939123588,,,,,high
dhf1k_658,658,val,data/attention_capture/DHF1K/video/658.AVI,424,424,0.01880893812576344,,,,,high
dhf1k_659,659,val,data/attention_capture/DHF1K/video/659.AVI,294,294,0.019540605277811388,,,,,high
dhf1k_665,665,val,data/attention_capture/DHF1K/video/665.AVI,514,514,0.013004397016728899,,,,,low
dhf1k_666,666,val,data/attention_capture/DHF1K/video/666.AVI,731,731,0.019014768218354062,,,,,high
dhf1k_667,667,val,data/attention_capture/DHF1K/video/667.AVI,552,552,0.01799528446871841,,,,,high
dhf1k_668,668,val,data/attention_capture/DHF1K/video/668.AVI,245,245,0.017767726713601422,,,,,high
dhf1k_669,669,val,data/attention_capture/DHF1K/video/669.AVI,581,581,0.014705046298056072,,,,,low
dhf1k_673,673,val,data/attention_capture/DHF1K/video/673.AVI,258,258,0.011365623518376965,,,,,low
dhf1k_677,677,val,data/attention_capture/DHF1K/video/677.AVI,752,752,0.014978857320223122,,,,,low
dhf1k_680,680,val,data/attention_capture/DHF1K/video/680.AVI,453,453,0.018400818890754223,,,,,high
dhf1k_682,682,val,data/attention_capture/DHF1K/video/682.AVI,326,326,0.018102610380920165,,,,,high
dhf1k_686,686,val,data/attention_capture/DHF1K/video/686.AVI,472,472,0.021842234335855533,,,,,high
dhf1k_687,687,val,data/attention_capture/DHF1K/video/687.AVI,691,691,0.01975252402760358,,,,,high
dhf1k_692,692,val,data/attention_capture/DHF1K/video/692.AVI,1283,1283,0.014183420029164685,,,,,low
dhf1k_694,694,val,data/attention_capture/DHF1K/video/694.AVI,409,409,0.018343310761049135,,,,,high
dhf1k_697,697,val,data/attention_capture/DHF1K/video/697.AVI,584,584,0.018061560821043304,,,,,high
dhf1k_698,698,val,data/attention_capture/DHF1K/video/698.AVI,434,434,0.01911559633262593,,,,,high
dhf1k_700,700,val,data/attention_capture/DHF1K/video/700.AVI,434,434,0.013929932153985454,,,,,low
