sample_id,video_id,split,video_path,n_map_frames,n_fixation_frames,mean_map_intensity,peak_map_intensity,peak_to_mean_map_ratio,mean_map_concentration,mean_fixation_density,selected_tail,source_video_path,modal_media_found,modal_media_size_bytes
dhf1k_314,314,train,/bmd-videos/attention_capture/DHF1K/video/314.AVI,498,498,,,,,0.0006738847757322175,low,data/attention_capture/DHF1K/video/314.AVI,True,3685902
dhf1k_315,315,train,/bmd-videos/attention_capture/DHF1K/video/315.AVI,419,419,,,,,0.0006498711387949678,low,data/attention_capture/DHF1K/video/315.AVI,True,3081160
dhf1k_316,316,train,/bmd-videos/attention_capture/DHF1K/video/316.AVI,689,689,,,,,0.0006351987072651873,low,data/attention_capture/DHF1K/video/316.AVI,True,4895924
dhf1k_320,320,train,/bmd-videos/attention_capture/DHF1K/video/320.AVI,441,441,,,,,0.0008038076363707726,high,data/attention_capture/DHF1K/video/320.AVI,True,3282846
dhf1k_323,323,train,/bmd-videos/attention_capture/DHF1K/video/323.AVI,449,449,,,,,0.000675478687657423,low,data/attention_capture/DHF1K/video/323.AVI,True,3429226
dhf1k_324,324,train,/bmd-videos/attention_capture/DHF1K/video/324.AVI,595,595,,,,,0.0006626984129827117,low,data/attention_capture/DHF1K/video/324.AVI,True,4265720
dhf1k_326,326,train,/bmd-videos/attention_capture/DHF1K/video/326.AVI,270,270,,,,,0.0008191550954641705,high,data/attention_capture/DHF1K/video/326.AVI,True,1952152
dhf1k_327,327,train,/bmd-videos/attention_capture/DHF1K/video/327.AVI,559,559,,,,,0.0006556459335499478,low,data/attention_capture/DHF1K/video/327.AVI,True,4034726
dhf1k_328,328,train,/bmd-videos/attention_capture/DHF1K/video/328.AVI,633,633,,,,,0.0006367592055054078,low,data/attention_capture/DHF1K/video/328.AVI,True,4481668
dhf1k_330,330,train,/bmd-videos/attention_capture/DHF1K/video/330.AVI,320,320,,,,,0.0006048719608543251,low,data/attention_capture/DHF1K/video/330.AVI,True,2484318
dhf1k_336,336,train,/bmd-videos/attention_capture/DHF1K/video/336.AVI,335,335,,,,,0.0008059571926315218,high,data/attention_capture/DHF1K/video/336.AVI,True,2522162
dhf1k_338,338,train,/bmd-videos/attention_capture/DHF1K/video/338.AVI,731,731,,,,,0.0008311899127352667,high,data/attention_capture/DHF1K/video/338.AVI,True,5119446
dhf1k_340,340,train,/bmd-videos/attention_capture/DHF1K/video/340.AVI,300,300,,,,,0.0008444444463627102,high,data/attention_capture/DHF1K/video/340.AVI,True,2203420
dhf1k_344,344,train,/bmd-videos/attention_capture/DHF1K/video/344.AVI,591,591,,,,,0.000830498566360933,high,data/attention_capture/DHF1K/video/344.AVI,True,4034730
dhf1k_347,347,train,/bmd-videos/attention_capture/DHF1K/video/347.AVI,577,577,,,,,0.000673751023535369,low,data/attention_capture/DHF1K/video/347.AVI,True,4182992
dhf1k_348,348,train,/bmd-videos/attention_capture/DHF1K/video/348.AVI,560,560,,,,,0.0007929997528533152,high,data/attention_capture/DHF1K/video/348.AVI,True,4171768
dhf1k_350,350,train,/bmd-videos/attention_capture/DHF1K/video/350.AVI,886,886,,,,,0.000539913901596821,low,data/attention_capture/DHF1K/video/350.AVI,True,6071190
dhf1k_352,352,train,/bmd-videos/attention_capture/DHF1K/video/352.AVI,920,920,,,,,0.0006259246679331662,low,data/attention_capture/DHF1K/video/352.AVI,True,6451568
dhf1k_353,353,train,/bmd-videos/attention_capture/DHF1K/video/353.AVI,258,258,,,,,0.0006893976106350816,low,data/attention_capture/DHF1K/video/353.AVI,True,1864840
dhf1k_357,357,train,/bmd-videos/attention_capture/DHF1K/video/357.AVI,336,336,,,,,0.0006617761043907237,low,data/attention_capture/DHF1K/video/357.AVI,True,2391926
dhf1k_358,358,train,/bmd-videos/attention_capture/DHF1K/video/358.AVI,743,743,,,,,0.0008227250646564152,high,data/attention_capture/DHF1K/video/358.AVI,True,5107758
dhf1k_360,360,train,/bmd-videos/attention_capture/DHF1K/video/360.AVI,542,542,,,,,0.0006256005928387292,low,data/attention_capture/DHF1K/video/360.AVI,True,3955700
dhf1k_361,361,train,/bmd-videos/attention_capture/DHF1K/video/361.AVI,815,815,,,,,0.0005996666244978223,low,data/attention_capture/DHF1K/video/361.AVI,True,5695094
dhf1k_364,364,train,/bmd-videos/attention_capture/DHF1K/video/364.AVI,283,283,,,,,0.0008261097627387517,high,data/attention_capture/DHF1K/video/364.AVI,True,2178892
dhf1k_367,367,train,/bmd-videos/attention_capture/DHF1K/video/367.AVI,643,643,,,,,0.0007950538397487108,high,data/attention_capture/DHF1K/video/367.AVI,True,4303950
dhf1k_369,369,train,/bmd-videos/attention_capture/DHF1K/video/369.AVI,561,561,,,,,0.0006765262927771206,low,data/attention_capture/DHF1K/video/369.AVI,True,4264462
dhf1k_370,370,train,/bmd-videos/attention_capture/DHF1K/video/370.AVI,478,478,,,,,0.0008384908202920639,high,data/attention_capture/DHF1K/video/370.AVI,True,3540732
dhf1k_373,373,train,/bmd-videos/attention_capture/DHF1K/video/373.AVI,485,485,,,,,0.000679213203250949,low,data/attention_capture/DHF1K/video/373.AVI,True,3448360
dhf1k_374,374,train,/bmd-videos/attention_capture/DHF1K/video/374.AVI,639,639,,,,,0.0007979115054043409,high,data/attention_capture/DHF1K/video/374.AVI,True,4126630
dhf1k_376,376,train,/bmd-videos/attention_capture/DHF1K/video/376.AVI,902,902,,,,,0.0008219966440404272,high,data/attention_capture/DHF1K/video/376.AVI,True,6385742
dhf1k_379,379,train,/bmd-videos/attention_capture/DHF1K/video/379.AVI,465,465,,,,,0.0006946404573760466,low,data/attention_capture/DHF1K/video/379.AVI,True,3527142
dhf1k_380,380,train,/bmd-videos/attention_capture/DHF1K/video/380.AVI,557,557,,,,,0.0009035102495212188,high,data/attention_capture/DHF1K/video/380.AVI,True,4163568
dhf1k_382,382,train,/bmd-videos/attention_capture/DHF1K/video/382.AVI,448,448,,,,,0.0006295340409841239,low,data/attention_capture/DHF1K/video/382.AVI,True,3383594
dhf1k_384,384,train,/bmd-videos/attention_capture/DHF1K/video/384.AVI,458,458,,,,,0.0009026640584053346,high,data/attention_capture/DHF1K/video/384.AVI,True,3423844
dhf1k_385,385,train,/bmd-videos/attention_capture/DHF1K/video/385.AVI,730,730,,,,,0.0006918937898972965,low,data/attention_capture/DHF1K/video/385.AVI,True,4985222
dhf1k_388,388,train,/bmd-videos/attention_capture/DHF1K/video/388.AVI,1088,1088,,,,,0.0008526890572498172,high,data/attention_capture/DHF1K/video/388.AVI,True,6369712
dhf1k_389,389,train,/bmd-videos/attention_capture/DHF1K/video/389.AVI,416,416,,,,,0.0008158887544945733,high,data/attention_capture/DHF1K/video/389.AVI,True,2883958
dhf1k_390,390,train,/bmd-videos/attention_capture/DHF1K/video/390.AVI,879,879,,,,,0.0008837723982943152,high,data/attention_capture/DHF1K/video/390.AVI,True,6175746
dhf1k_391,391,train,/bmd-videos/attention_capture/DHF1K/video/391.AVI,301,301,,,,,0.0006859369246359525,low,data/attention_capture/DHF1K/video/391.AVI,True,2236684
dhf1k_393,393,train,/bmd-videos/attention_capture/DHF1K/video/393.AVI,907,907,,,,,0.000697880298466049,low,data/attention_capture/DHF1K/video/393.AVI,True,6467442
dhf1k_394,394,train,/bmd-videos/attention_capture/DHF1K/video/394.AVI,1080,1080,,,,,0.0007955086172000005,high,data/attention_capture/DHF1K/video/394.AVI,True,7630788
dhf1k_395,395,train,/bmd-videos/attention_capture/DHF1K/video/395.AVI,715,715,,,,,0.0006396841017144302,low,data/attention_capture/DHF1K/video/395.AVI,True,5046222
dhf1k_397,397,train,/bmd-videos/attention_capture/DHF1K/video/397.AVI,628,628,,,,,0.0008210174500320113,high,data/attention_capture/DHF1K/video/397.AVI,True,4542234
dhf1k_399,399,train,/bmd-videos/attention_capture/DHF1K/video/399.AVI,423,423,,,,,0.0006277703904878705,low,data/attention_capture/DHF1K/video/399.AVI,True,2951068
dhf1k_401,401,train,/bmd-videos/attention_capture/DHF1K/video/401.AVI,586,586,,,,,0.0006675732370907816,low,data/attention_capture/DHF1K/video/401.AVI,True,4247946
dhf1k_402,402,train,/bmd-videos/attention_capture/DHF1K/video/402.AVI,447,447,,,,,0.000603211223331678,low,data/attention_capture/DHF1K/video/402.AVI,True,3148084
dhf1k_403,403,train,/bmd-videos/attention_capture/DHF1K/video/403.AVI,1558,1558,,,,,0.0006493228280020756,low,data/attention_capture/DHF1K/video/403.AVI,True,10626974
dhf1k_405,405,train,/bmd-videos/attention_capture/DHF1K/video/405.AVI,362,362,,,,,0.0008943969671979794,high,data/attention_capture/DHF1K/video/405.AVI,True,2668644
dhf1k_409,409,train,/bmd-videos/attention_capture/DHF1K/video/409.AVI,908,908,,,,,0.0006861940921129892,low,data/attention_capture/DHF1K/video/409.AVI,True,6409798
dhf1k_411,411,train,/bmd-videos/attention_capture/DHF1K/video/411.AVI,591,591,,,,,0.0008212084638789239,high,data/attention_capture/DHF1K/video/411.AVI,True,4452862
dhf1k_414,414,train,/bmd-videos/attention_capture/DHF1K/video/414.AVI,337,337,,,,,0.00081316456533775,high,data/attention_capture/DHF1K/video/414.AVI,True,2286092
dhf1k_415,415,train,/bmd-videos/attention_capture/DHF1K/video/415.AVI,295,295,,,,,0.0006400364864730055,low,data/attention_capture/DHF1K/video/415.AVI,True,2263622
dhf1k_417,417,train,/bmd-videos/attention_capture/DHF1K/video/417.AVI,752,752,,,,,0.0005849678643263612,low,data/attention_capture/DHF1K/video/417.AVI,True,5089444
dhf1k_419,419,train,/bmd-videos/attention_capture/DHF1K/video/419.AVI,417,417,,,,,0.0006844212161279361,low,data/attention_capture/DHF1K/video/419.AVI,True,3032844
dhf1k_423,423,train,/bmd-videos/attention_capture/DHF1K/video/423.AVI,436,436,,,,,0.0008246328708007633,high,data/attention_capture/DHF1K/video/423.AVI,True,1996026
dhf1k_424,424,train,/bmd-videos/attention_capture/DHF1K/video/424.AVI,575,575,,,,,0.0006494791658200404,low,data/attention_capture/DHF1K/video/424.AVI,True,4300420
dhf1k_426,426,train,/bmd-videos/attention_capture/DHF1K/video/426.AVI,513,513,,,,,0.0006945628923766558,low,data/attention_capture/DHF1K/video/426.AVI,True,3591376
dhf1k_427,427,train,/bmd-videos/attention_capture/DHF1K/video/427.AVI,598,598,,,,,0.0006392764662328974,low,data/attention_capture/DHF1K/video/427.AVI,True,4127134
dhf1k_435,435,train,/bmd-videos/attention_capture/DHF1K/video/435.AVI,598,598,,,,,0.0008377099021469916,high,data/attention_capture/DHF1K/video/435.AVI,True,4290806
dhf1k_436,436,train,/bmd-videos/attention_capture/DHF1K/video/436.AVI,869,869,,,,,0.0006519007330486536,low,data/attention_capture/DHF1K/video/436.AVI,True,6166230
dhf1k_438,438,train,/bmd-videos/attention_capture/DHF1K/video/438.AVI,519,519,,,,,0.0006866503424409989,low,data/attention_capture/DHF1K/video/438.AVI,True,3732080
dhf1k_442,442,train,/bmd-videos/attention_capture/DHF1K/video/442.AVI,621,621,,,,,0.000828622630338039,high,data/attention_capture/DHF1K/video/442.AVI,True,4599608
dhf1k_443,443,train,/bmd-videos/attention_capture/DHF1K/video/443.AVI,230,230,,,,,0.0007950634059101425,high,data/attention_capture/DHF1K/video/443.AVI,True,1811056
dhf1k_444,444,train,/bmd-videos/attention_capture/DHF1K/video/444.AVI,517,517,,,,,0.0006256800053321002,low,data/attention_capture/DHF1K/video/444.AVI,True,3729972
dhf1k_445,445,train,/bmd-videos/attention_capture/DHF1K/video/445.AVI,1194,1194,,,,,0.000635941571992248,low,data/attention_capture/DHF1K/video/445.AVI,True,6370008
dhf1k_446,446,train,/bmd-videos/attention_capture/DHF1K/video/446.AVI,900,900,,,,,0.0006664448314242893,low,data/attention_capture/DHF1K/video/446.AVI,True,6361550
dhf1k_448,448,train,/bmd-videos/attention_capture/DHF1K/video/448.AVI,715,715,,,,,0.0008148977757672538,high,data/attention_capture/DHF1K/video/448.AVI,True,4579478
dhf1k_449,449,train,/bmd-videos/attention_capture/DHF1K/video/449.AVI,324,324,,,,,0.000798128859048715,high,data/attention_capture/DHF1K/video/449.AVI,True,2475888
dhf1k_450,450,train,/bmd-videos/attention_capture/DHF1K/video/450.AVI,252,252,,,,,0.0006440662222707437,low,data/attention_capture/DHF1K/video/450.AVI,True,1915904
dhf1k_451,451,train,/bmd-videos/attention_capture/DHF1K/video/451.AVI,958,958,,,,,0.0008613050195056992,high,data/attention_capture/DHF1K/video/451.AVI,True,6741196
dhf1k_452,452,train,/bmd-videos/attention_capture/DHF1K/video/452.AVI,284,284,,,,,0.0007945153557672493,high,data/attention_capture/DHF1K/video/452.AVI,True,2086338
dhf1k_454,454,train,/bmd-videos/attention_capture/DHF1K/video/454.AVI,658,658,,,,,0.0006403558769268281,low,data/attention_capture/DHF1K/video/454.AVI,True,4545954
dhf1k_457,457,train,/bmd-videos/attention_capture/DHF1K/video/457.AVI,538,538,,,,,0.000671105367585075,low,data/attention_capture/DHF1K/video/457.AVI,True,3985058
dhf1k_458,458,train,/bmd-videos/attention_capture/DHF1K/video/458.AVI,386,386,,,,,0.0006465664592568843,low,data/attention_capture/DHF1K/video/458.AVI,True,2916258
dhf1k_462,462,train,/bmd-videos/attention_capture/DHF1K/video/462.AVI,560,560,,,,,0.0006803695454696676,low,data/attention_capture/DHF1K/video/462.AVI,True,3955268
dhf1k_463,463,train,/bmd-videos/attention_capture/DHF1K/video/463.AVI,513,513,,,,,0.0008413285818304975,high,data/attention_capture/DHF1K/video/463.AVI,True,3585622
dhf1k_464,464,train,/bmd-videos/attention_capture/DHF1K/video/464.AVI,601,601,,,,,0.0008102814757870278,high,data/attention_capture/DHF1K/video/464.AVI,True,4133230
dhf1k_465,465,train,/bmd-videos/attention_capture/DHF1K/video/465.AVI,487,487,,,,,0.0008085482969910702,high,data/attention_capture/DHF1K/video/465.AVI,True,3630838
dhf1k_467,467,train,/bmd-videos/attention_capture/DHF1K/video/467.AVI,433,433,,,,,0.0006599327206276099,low,data/attention_capture/DHF1K/video/467.AVI,True,3354350
dhf1k_468,468,train,/bmd-videos/attention_capture/DHF1K/video/468.AVI,913,913,,,,,0.0007926402584831195,high,data/attention_capture/DHF1K/video/468.AVI,True,6489746
dhf1k_469,469,train,/bmd-videos/attention_capture/DHF1K/video/469.AVI,276,276,,,,,0.0008225769957736728,high,data/attention_capture/DHF1K/video/469.AVI,True,1980688
dhf1k_471,471,train,/bmd-videos/attention_capture/DHF1K/video/471.AVI,589,589,,,,,0.0007993406317207064,high,data/attention_capture/DHF1K/video/471.AVI,True,4342062
dhf1k_473,473,train,/bmd-videos/attention_capture/DHF1K/video/473.AVI,703,703,,,,,0.0006972350647383546,low,data/attention_capture/DHF1K/video/473.AVI,True,5028646
dhf1k_475,475,train,/bmd-videos/attention_capture/DHF1K/video/475.AVI,676,676,,,,,0.0006504060355939533,low,data/attention_capture/DHF1K/video/475.AVI,True,4849466
dhf1k_478,478,train,/bmd-videos/attention_capture/DHF1K/video/478.AVI,352,352,,,,,0.0008491778131759598,high,data/attention_capture/DHF1K/video/478.AVI,True,2805164
dhf1k_479,479,train,/bmd-videos/attention_capture/DHF1K/video/479.AVI,417,417,,,,,0.0006897815083582356,low,data/attention_capture/DHF1K/video/479.AVI,True,3354594
dhf1k_480,480,train,/bmd-videos/attention_capture/DHF1K/video/480.AVI,645,645,,,,,0.000805407516408329,high,data/attention_capture/DHF1K/video/480.AVI,True,4570292
dhf1k_481,481,train,/bmd-videos/attention_capture/DHF1K/video/481.AVI,284,284,,,,,0.0006836090322164162,low,data/attention_capture/DHF1K/video/481.AVI,True,1449304
dhf1k_482,482,train,/bmd-videos/attention_capture/DHF1K/video/482.AVI,591,591,,,,,0.0008558719328332018,high,data/attention_capture/DHF1K/video/482.AVI,True,4158726
dhf1k_486,486,train,/bmd-videos/attention_capture/DHF1K/video/486.AVI,616,616,,,,,0.0008190865138947794,high,data/attention_capture/DHF1K/video/486.AVI,True,3790066
dhf1k_488,488,train,/bmd-videos/attention_capture/DHF1K/video/488.AVI,1155,1155,,,,,0.0008142323540352301,high,data/attention_capture/DHF1K/video/488.AVI,True,8191226
dhf1k_491,491,train,/bmd-videos/attention_capture/DHF1K/video/491.AVI,376,376,,,,,0.000855346392122459,high,data/attention_capture/DHF1K/video/491.AVI,True,2741282
dhf1k_494,494,train,/bmd-videos/attention_capture/DHF1K/video/494.AVI,561,561,,,,,0.0008229120241153533,high,data/attention_capture/DHF1K/video/494.AVI,True,4017982
dhf1k_497,497,train,/bmd-videos/attention_capture/DHF1K/video/497.AVI,411,411,,,,,0.0006648334015629293,low,data/attention_capture/DHF1K/video/497.AVI,True,3054774
dhf1k_499,499,train,/bmd-videos/attention_capture/DHF1K/video/499.AVI,517,517,,,,,0.00069105281589469,low,data/attention_capture/DHF1K/video/499.AVI,True,3686514
dhf1k_500,500,train,/bmd-videos/attention_capture/DHF1K/video/500.AVI,466,466,,,,,0.0006177165295892243,low,data/attention_capture/DHF1K/video/500.AVI,True,3122768
dhf1k_502,502,train,/bmd-videos/attention_capture/DHF1K/video/502.AVI,565,565,,,,,0.0009172889022300828,high,data/attention_capture/DHF1K/video/502.AVI,True,3921604
dhf1k_503,503,train,/bmd-videos/attention_capture/DHF1K/video/503.AVI,460,460,,,,,0.0006267549838926441,low,data/attention_capture/DHF1K/video/503.AVI,True,2834268
dhf1k_505,505,train,/bmd-videos/attention_capture/DHF1K/video/505.AVI,1089,1089,,,,,0.0008122576777998587,high,data/attention_capture/DHF1K/video/505.AVI,True,7508510
dhf1k_506,506,train,/bmd-videos/attention_capture/DHF1K/video/506.AVI,468,468,,,,,0.0006343297439024876,low,data/attention_capture/DHF1K/video/506.AVI,True,3264642
dhf1k_508,508,train,/bmd-videos/attention_capture/DHF1K/video/508.AVI,283,283,,,,,0.0006157213147579899,low,data/attention_capture/DHF1K/video/508.AVI,True,2049840
dhf1k_511,511,train,/bmd-videos/attention_capture/DHF1K/video/511.AVI,527,527,,,,,0.000813567362882796,high,data/attention_capture/DHF1K/video/511.AVI,True,4071866
dhf1k_512,512,train,/bmd-videos/attention_capture/DHF1K/video/512.AVI,517,517,,,,,0.0006478179402796216,low,data/attention_capture/DHF1K/video/512.AVI,True,3772562
dhf1k_513,513,train,/bmd-videos/attention_capture/DHF1K/video/513.AVI,518,518,,,,,0.0008559396483600103,high,data/attention_capture/DHF1K/video/513.AVI,True,4063010
dhf1k_514,514,train,/bmd-videos/attention_capture/DHF1K/video/514.AVI,723,723,,,,,0.0006729591693843484,low,data/attention_capture/DHF1K/video/514.AVI,True,5083328
dhf1k_516,516,train,/bmd-videos/attention_capture/DHF1K/video/516.AVI,1160,1160,,,,,0.0006346421522501824,low,data/attention_capture/DHF1K/video/516.AVI,True,8167262
dhf1k_517,517,train,/bmd-videos/attention_capture/DHF1K/video/517.AVI,326,326,,,,,0.0008270093106823271,high,data/attention_capture/DHF1K/video/517.AVI,True,2498238
dhf1k_518,518,train,/bmd-videos/attention_capture/DHF1K/video/518.AVI,542,542,,,,,0.0008776249879832822,high,data/attention_capture/DHF1K/video/518.AVI,True,4056246
dhf1k_519,519,train,/bmd-videos/attention_capture/DHF1K/video/519.AVI,758,758,,,,,0.0006798375200759435,low,data/attention_capture/DHF1K/video/519.AVI,True,5518172
dhf1k_521,521,train,/bmd-videos/attention_capture/DHF1K/video/521.AVI,481,481,,,,,0.0006608050376171509,low,data/attention_capture/DHF1K/video/521.AVI,True,3489942
dhf1k_524,524,train,/bmd-videos/attention_capture/DHF1K/video/524.AVI,375,375,,,,,0.0006936805572283144,low,data/attention_capture/DHF1K/video/524.AVI,True,2599452
dhf1k_528,528,train,/bmd-videos/attention_capture/DHF1K/video/528.AVI,587,587,,,,,0.0008329858171858299,high,data/attention_capture/DHF1K/video/528.AVI,True,3522364
dhf1k_530,530,train,/bmd-videos/attention_capture/DHF1K/video/530.AVI,400,400,,,,,0.0008245442708357586,high,data/attention_capture/DHF1K/video/530.AVI,True,3011496
dhf1k_534,534,train,/bmd-videos/attention_capture/DHF1K/video/534.AVI,920,920,,,,,0.0008061452683329623,high,data/attention_capture/DHF1K/video/534.AVI,True,6532040
dhf1k_535,535,train,/bmd-videos/attention_capture/DHF1K/video/535.AVI,363,363,,,,,0.0008421334572400661,high,data/attention_capture/DHF1K/video/535.AVI,True,2401280
dhf1k_537,537,train,/bmd-videos/attention_capture/DHF1K/video/537.AVI,663,663,,,,,0.0006505572314772384,low,data/attention_capture/DHF1K/video/537.AVI,True,4832040
dhf1k_538,538,train,/bmd-videos/attention_capture/DHF1K/video/538.AVI,268,268,,,,,0.0006215666461915799,low,data/attention_capture/DHF1K/video/538.AVI,True,1952882
dhf1k_539,539,train,/bmd-videos/attention_capture/DHF1K/video/539.AVI,295,295,,,,,0.0006806438329523051,low,data/attention_capture/DHF1K/video/539.AVI,True,2077098
dhf1k_541,541,train,/bmd-videos/attention_capture/DHF1K/video/541.AVI,780,780,,,,,0.0006454326933099089,low,data/attention_capture/DHF1K/video/541.AVI,True,5612414
dhf1k_543,543,train,/bmd-videos/attention_capture/DHF1K/video/543.AVI,703,703,,,,,0.0008081436704279216,high,data/attention_capture/DHF1K/video/543.AVI,True,4819558
dhf1k_544,544,train,/bmd-videos/attention_capture/DHF1K/video/544.AVI,699,699,,,,,0.00068016933988482,low,data/attention_capture/DHF1K/video/544.AVI,True,4830806
dhf1k_549,549,train,/bmd-videos/attention_capture/DHF1K/video/549.AVI,364,364,,,,,0.0009191849825143875,high,data/attention_capture/DHF1K/video/549.AVI,True,2650706
dhf1k_550,550,train,/bmd-videos/attention_capture/DHF1K/video/550.AVI,390,390,,,,,0.0008816550930556005,high,data/attention_capture/DHF1K/video/550.AVI,True,2748482
dhf1k_553,553,train,/bmd-videos/attention_capture/DHF1K/video/553.AVI,757,757,,,,,0.0008998536800841409,high,data/attention_capture/DHF1K/video/553.AVI,True,5604140
dhf1k_555,555,train,/bmd-videos/attention_capture/DHF1K/video/555.AVI,296,296,,,,,0.0006517748222757144,low,data/attention_capture/DHF1K/video/555.AVI,True,2189838
dhf1k_561,561,train,/bmd-videos/attention_capture/DHF1K/video/561.AVI,560,560,,,,,0.0006931733635740654,low,data/attention_capture/DHF1K/video/561.AVI,True,4116056
dhf1k_564,564,train,/bmd-videos/attention_capture/DHF1K/video/564.AVI,281,743,,,,,0.0006380266754414503,low,data/attention_capture/DHF1K/video/564.AVI,True,5422716
dhf1k_566,566,train,/bmd-videos/attention_capture/DHF1K/video/566.AVI,909,909,,,,,0.0008384662256609419,high,data/attention_capture/DHF1K/video/566.AVI,True,6341692
dhf1k_567,567,train,/bmd-videos/attention_capture/DHF1K/video/567.AVI,331,331,,,,,0.0006185354783359403,low,data/attention_capture/DHF1K/video/567.AVI,True,2538878
dhf1k_568,568,train,/bmd-videos/attention_capture/DHF1K/video/568.AVI,918,918,,,,,0.0006875510631301105,low,data/attention_capture/DHF1K/video/568.AVI,True,6462822
dhf1k_569,569,train,/bmd-videos/attention_capture/DHF1K/video/569.AVI,878,878,,,,,0.0008050770371060305,high,data/attention_capture/DHF1K/video/569.AVI,True,6279880
dhf1k_570,570,train,/bmd-videos/attention_capture/DHF1K/video/570.AVI,858,858,,,,,0.0008132759904522028,high,data/attention_capture/DHF1K/video/570.AVI,True,6075806
dhf1k_571,571,train,/bmd-videos/attention_capture/DHF1K/video/571.AVI,806,806,,,,,0.0006766579225730144,low,data/attention_capture/DHF1K/video/571.AVI,True,5812402
dhf1k_572,572,train,/bmd-videos/attention_capture/DHF1K/video/572.AVI,206,206,,,,,0.0008297304829663949,high,data/attention_capture/DHF1K/video/572.AVI,True,1827616
dhf1k_575,575,train,/bmd-videos/attention_capture/DHF1K/video/575.AVI,351,351,,,,,0.0009296726597276678,high,data/attention_capture/DHF1K/video/575.AVI,True,2419134
dhf1k_576,576,train,/bmd-videos/attention_capture/DHF1K/video/576.AVI,285,285,,,,,0.0008856755613937581,high,data/attention_capture/DHF1K/video/576.AVI,True,2158404
dhf1k_577,577,train,/bmd-videos/attention_capture/DHF1K/video/577.AVI,919,919,,,,,0.000821800191326308,high,data/attention_capture/DHF1K/video/577.AVI,True,6546870
dhf1k_579,579,train,/bmd-videos/attention_capture/DHF1K/video/579.AVI,469,469,,,,,0.0006699760133473287,low,data/attention_capture/DHF1K/video/579.AVI,True,3606754
dhf1k_582,582,train,/bmd-videos/attention_capture/DHF1K/video/582.AVI,439,439,,,,,0.0006334630478847589,low,data/attention_capture/DHF1K/video/582.AVI,True,3028368
dhf1k_585,585,train,/bmd-videos/attention_capture/DHF1K/video/585.AVI,210,210,,,,,0.0008206018523889638,high,data/attention_capture/DHF1K/video/585.AVI,True,1416788
dhf1k_587,587,train,/bmd-videos/attention_capture/DHF1K/video/587.AVI,281,281,,,,,0.000830645760288462,high,data/attention_capture/DHF1K/video/587.AVI,True,2059742
dhf1k_596,596,train,/bmd-videos/attention_capture/DHF1K/video/596.AVI,497,497,,,,,0.0006258383632530514,low,data/attention_capture/DHF1K/video/596.AVI,True,3495088
dhf1k_597,597,train,/bmd-videos/attention_capture/DHF1K/video/597.AVI,1067,1067,,,,,0.0008199097942541273,high,data/attention_capture/DHF1K/video/597.AVI,True,7472702
dhf1k_598,598,train,/bmd-videos/attention_capture/DHF1K/video/598.AVI,603,603,,,,,0.000819643106100931,high,data/attention_capture/DHF1K/video/598.AVI,True,4606618
dhf1k_599,599,train,/bmd-videos/attention_capture/DHF1K/video/599.AVI,409,409,,,,,0.0006456614193315265,low,data/attention_capture/DHF1K/video/599.AVI,True,2897716
dhf1k_600,600,train,/bmd-videos/attention_capture/DHF1K/video/600.AVI,249,249,,,,,0.0008639244475620743,high,data/attention_capture/DHF1K/video/600.AVI,True,1983974
dhf1k_601,601,val,/bmd-videos/attention_capture/DHF1K/video/601.AVI,739,739,,,,,0.000830367379944711,high,data/attention_capture/DHF1K/video/601.AVI,True,5131522
dhf1k_603,603,val,/bmd-videos/attention_capture/DHF1K/video/603.AVI,1103,1103,,,,,0.0008761655407977152,high,data/attention_capture/DHF1K/video/603.AVI,True,7870230
dhf1k_604,604,val,/bmd-videos/attention_capture/DHF1K/video/604.AVI,744,744,,,,,0.0008721916539446195,high,data/attention_capture/DHF1K/video/604.AVI,True,5100994
dhf1k_606,606,val,/bmd-videos/attention_capture/DHF1K/video/606.AVI,938,938,,,,,0.000651777385292686,low,data/attention_capture/DHF1K/video/606.AVI,True,6512606
dhf1k_607,607,val,/bmd-videos/attention_capture/DHF1K/video/607.AVI,797,797,,,,,0.0006943954332466407,low,data/attention_capture/DHF1K/video/607.AVI,True,5736318
dhf1k_608,608,val,/bmd-videos/attention_capture/DHF1K/video/608.AVI,776,776,,,,,0.0006435971963676904,low,data/attention_capture/DHF1K/video/608.AVI,True,5601358
dhf1k_611,611,val,/bmd-videos/attention_capture/DHF1K/video/611.AVI,747,747,,,,,0.0006706804073951176,low,data/attention_capture/DHF1K/video/611.AVI,True,5462082
dhf1k_614,614,val,/bmd-videos/attention_capture/DHF1K/video/614.AVI,516,516,,,,,0.0008017569726767098,high,data/attention_capture/DHF1K/video/614.AVI,True,3655424
dhf1k_616,616,val,/bmd-videos/attention_capture/DHF1K/video/616.AVI,854,854,,,,,0.0006646723753495406,low,data/attention_capture/DHF1K/video/616.AVI,True,6030236
dhf1k_617,617,val,/bmd-videos/attention_capture/DHF1K/video/617.AVI,808,808,,,,,0.000667306965264252,low,data/attention_capture/DHF1K/video/617.AVI,True,5898854
dhf1k_620,620,val,/bmd-videos/attention_capture/DHF1K/video/620.AVI,840,840,,,,,0.0006723090279202942,low,data/attention_capture/DHF1K/video/620.AVI,True,5901140
