sample_id,video_id,split,video_path,n_map_frames,n_fixation_frames,mean_map_intensity,peak_map_intensity,peak_to_mean_map_ratio,mean_map_concentration,mean_fixation_density,selected_tail
dhf1k_508,508,train,data/attention_capture/DHF1K/video/508.AVI,283,283,,,,,0.0006157213147579899,low
dhf1k_511,511,train,data/attention_capture/DHF1K/video/511.AVI,527,527,,,,,0.000813567362882796,high
dhf1k_512,512,train,data/attention_capture/DHF1K/video/512.AVI,517,517,,,,,0.0006478179402796216,low
dhf1k_513,513,train,data/attention_capture/DHF1K/video/513.AVI,518,518,,,,,0.0008559396483600103,high
dhf1k_514,514,train,data/attention_capture/DHF1K/video/514.AVI,723,723,,,,,0.0006729591693843484,low
dhf1k_516,516,train,data/attention_capture/DHF1K/video/516.AVI,1160,1160,,,,,0.0006346421522501824,low
dhf1k_517,517,train,data/attention_capture/DHF1K/video/517.AVI,326,326,,,,,0.0008270093106823271,high
dhf1k_518,518,train,data/attention_capture/DHF1K/video/518.AVI,542,542,,,,,0.0008776249879832822,high
dhf1k_519,519,train,data/attention_capture/DHF1K/video/519.AVI,758,758,,,,,0.0006798375200759435,low
dhf1k_521,521,train,data/attention_capture/DHF1K/video/521.AVI,481,481,,,,,0.0006608050376171509,low
dhf1k_524,524,train,data/attention_capture/DHF1K/video/524.AVI,375,375,,,,,0.0006936805572283144,low
dhf1k_528,528,train,data/attention_capture/DHF1K/video/528.AVI,587,587,,,,,0.0008329858171858299,high
dhf1k_530,530,train,data/attention_capture/DHF1K/video/530.AVI,400,400,,,,,0.0008245442708357586,high
dhf1k_534,534,train,data/attention_capture/DHF1K/video/534.AVI,920,920,,,,,0.0008061452683329623,high
dhf1k_535,535,train,data/attention_capture/DHF1K/video/535.AVI,363,363,,,,,0.0008421334572400661,high
dhf1k_537,537,train,data/attention_capture/DHF1K/video/537.AVI,663,663,,,,,0.0006505572314772384,low
dhf1k_538,538,train,data/attention_capture/DHF1K/video/538.AVI,268,268,,,,,0.0006215666461915799,low
dhf1k_539,539,train,data/attention_capture/DHF1K/video/539.AVI,295,295,,,,,0.0006806438329523051,low
dhf1k_541,541,train,data/attention_capture/DHF1K/video/541.AVI,780,780,,,,,0.0006454326933099089,low
dhf1k_543,543,train,data/attention_capture/DHF1K/video/543.AVI,703,703,,,,,0.0008081436704279216,high
dhf1k_544,544,train,data/attention_capture/DHF1K/video/544.AVI,699,699,,,,,0.00068016933988482,low
dhf1k_549,549,train,data/attention_capture/DHF1K/video/549.AVI,364,364,,,,,0.0009191849825143875,high
dhf1k_550,550,train,data/attention_capture/DHF1K/video/550.AVI,390,390,,,,,0.0008816550930556005,high
dhf1k_553,553,train,data/attention_capture/DHF1K/video/553.AVI,757,757,,,,,0.0008998536800841409,high
dhf1k_555,555,train,data/attention_capture/DHF1K/video/555.AVI,296,296,,,,,0.0006517748222757144,low
dhf1k_561,561,train,data/attention_capture/DHF1K/video/561.AVI,560,560,,,,,0.0006931733635740654,low
dhf1k_564,564,train,data/attention_capture/DHF1K/video/564.AVI,281,743,,,,,0.0006380266754414503,low
dhf1k_566,566,train,data/attention_capture/DHF1K/video/566.AVI,909,909,,,,,0.0008384662256609419,high
dhf1k_567,567,train,data/attention_capture/DHF1K/video/567.AVI,331,331,,,,,0.0006185354783359403,low
dhf1k_568,568,train,data/attention_capture/DHF1K/video/568.AVI,918,918,,,,,0.0006875510631301105,low
dhf1k_569,569,train,data/attention_capture/DHF1K/video/569.AVI,878,878,,,,,0.0008050770371060305,high
dhf1k_570,570,train,data/attention_capture/DHF1K/video/570.AVI,858,858,,,,,0.0008132759904522028,high
dhf1k_571,571,train,data/attention_capture/DHF1K/video/571.AVI,806,806,,,,,0.0006766579225730144,low
dhf1k_572,572,train,data/attention_capture/DHF1K/video/572.AVI,206,206,,,,,0.0008297304829663949,high
dhf1k_575,575,train,data/attention_capture/DHF1K/video/575.AVI,351,351,,,,,0.0009296726597276678,high
dhf1k_576,576,train,data/attention_capture/DHF1K/video/576.AVI,285,285,,,,,0.0008856755613937581,high
dhf1k_577,577,train,data/attention_capture/DHF1K/video/577.AVI,919,919,,,,,0.000821800191326308,high
dhf1k_579,579,train,data/attention_capture/DHF1K/video/579.AVI,469,469,,,,,0.0006699760133473287,low
dhf1k_582,582,train,data/attention_capture/DHF1K/video/582.AVI,439,439,,,,,0.0006334630478847589,low
dhf1k_585,585,train,data/attention_capture/DHF1K/video/585.AVI,210,210,,,,,0.0008206018523889638,high
dhf1k_587,587,train,data/attention_capture/DHF1K/video/587.AVI,281,281,,,,,0.000830645760288462,high
dhf1k_596,596,train,data/attention_capture/DHF1K/video/596.AVI,497,497,,,,,0.0006258383632530514,low
dhf1k_597,597,train,data/attention_capture/DHF1K/video/597.AVI,1067,1067,,,,,0.0008199097942541273,high
dhf1k_598,598,train,data/attention_capture/DHF1K/video/598.AVI,603,603,,,,,0.000819643106100931,high
dhf1k_599,599,train,data/attention_capture/DHF1K/video/599.AVI,409,409,,,,,0.0006456614193315265,low
dhf1k_600,600,train,data/attention_capture/DHF1K/video/600.AVI,249,249,,,,,0.0008639244475620743,high
dhf1k_601,601,val,data/attention_capture/DHF1K/video/601.AVI,739,739,,,,,0.000830367379944711,high
dhf1k_603,603,val,data/attention_capture/DHF1K/video/603.AVI,1103,1103,,,,,0.0008761655407977152,high
dhf1k_604,604,val,data/attention_capture/DHF1K/video/604.AVI,744,744,,,,,0.0008721916539446195,high
dhf1k_606,606,val,data/attention_capture/DHF1K/video/606.AVI,938,938,,,,,0.000651777385292686,low
dhf1k_607,607,val,data/attention_capture/DHF1K/video/607.AVI,797,797,,,,,0.0006943954332466407,low
dhf1k_608,608,val,data/attention_capture/DHF1K/video/608.AVI,776,776,,,,,0.0006435971963676904,low
dhf1k_611,611,val,data/attention_capture/DHF1K/video/611.AVI,747,747,,,,,0.0006706804073951176,low
dhf1k_614,614,val,data/attention_capture/DHF1K/video/614.AVI,516,516,,,,,0.0008017569726767098,high
dhf1k_616,616,val,data/attention_capture/DHF1K/video/616.AVI,854,854,,,,,0.0006646723753495406,low
dhf1k_617,617,val,data/attention_capture/DHF1K/video/617.AVI,808,808,,,,,0.000667306965264252,low
dhf1k_620,620,val,data/attention_capture/DHF1K/video/620.AVI,840,840,,,,,0.0006723090279202942,low
dhf1k_622,622,val,data/attention_capture/DHF1K/video/622.AVI,250,250,,,,,0.0006555555556551553,low
dhf1k_625,625,val,data/attention_capture/DHF1K/video/625.AVI,538,538,,,,,0.0006835211442359793,low
dhf1k_626,626,val,data/attention_capture/DHF1K/video/626.AVI,296,296,,,,,0.0006843122435974372,low
dhf1k_627,627,val,data/attention_capture/DHF1K/video/627.AVI,613,613,,,,,0.0008836607293029837,high
dhf1k_629,629,val,data/attention_capture/DHF1K/video/629.AVI,969,969,,,,,0.0007963715466941967,high
dhf1k_630,630,val,data/attention_capture/DHF1K/video/630.AVI,937,937,,,,,0.0008548355429682269,high
dhf1k_636,636,val,data/attention_capture/DHF1K/video/636.AVI,511,511,,,,,0.000819879322193851,high
dhf1k_638,638,val,data/attention_capture/DHF1K/video/638.AVI,462,462,,,,,0.0006350051849217202,low
dhf1k_639,639,val,data/attention_capture/DHF1K/video/639.AVI,527,527,,,,,0.0008355075906210206,high
dhf1k_641,641,val,data/attention_capture/DHF1K/video/641.AVI,420,420,,,,,0.0008289827225131115,high
dhf1k_643,643,val,data/attention_capture/DHF1K/video/643.AVI,815,815,,,,,0.0006762472310059195,low
dhf1k_644,644,val,data/attention_capture/DHF1K/video/644.AVI,915,915,,,,,0.000667065118526648,low
dhf1k_647,647,val,data/attention_capture/DHF1K/video/647.AVI,303,303,,,,,0.0006608824962325527,low
dhf1k_650,650,val,data/attention_capture/DHF1K/video/650.AVI,818,818,,,,,0.0006443243180239382,low
dhf1k_651,651,val,data/attention_capture/DHF1K/video/651.AVI,1196,1196,,,,,0.0006658370791797477,low
dhf1k_652,652,val,data/attention_capture/DHF1K/video/652.AVI,576,576,,,,,0.0007964183670184058,high
dhf1k_654,654,val,data/attention_capture/DHF1K/video/654.AVI,432,432,,,,,0.0006295914521009157,low
dhf1k_655,655,val,data/attention_capture/DHF1K/video/655.AVI,490,490,,,,,0.0008569568452634373,high
dhf1k_656,656,val,data/attention_capture/DHF1K/video/656.AVI,412,412,,,,,0.0008038784391687532,high
dhf1k_660,660,val,data/attention_capture/DHF1K/video/660.AVI,525,525,,,,,0.0006637814165081918,low
dhf1k_662,662,val,data/attention_capture/DHF1K/video/662.AVI,692,692,,,,,0.0006991861357974061,low
dhf1k_663,663,val,data/attention_capture/DHF1K/video/663.AVI,535,535,,,,,0.0006478777265983469,low
dhf1k_666,666,val,data/attention_capture/DHF1K/video/666.AVI,731,731,,,,,0.0006855026413985973,low
dhf1k_668,668,val,data/attention_capture/DHF1K/video/668.AVI,245,245,,,,,0.0006807504248524997,low
dhf1k_669,669,val,data/attention_capture/DHF1K/video/669.AVI,581,581,,,,,0.0006694710390079644,low
dhf1k_673,673,val,data/attention_capture/DHF1K/video/673.AVI,258,258,,,,,0.0008678705061067532,high
dhf1k_674,674,val,data/attention_capture/DHF1K/video/674.AVI,764,764,,,,,0.0008025878064925002,high
dhf1k_676,676,val,data/attention_capture/DHF1K/video/676.AVI,358,358,,,,,0.0005591077945269442,low
dhf1k_677,677,val,data/attention_capture/DHF1K/video/677.AVI,752,752,,,,,0.000800434951978535,high
dhf1k_680,680,val,data/attention_capture/DHF1K/video/680.AVI,453,453,,,,,0.0008080677439897603,high
dhf1k_686,686,val,data/attention_capture/DHF1K/video/686.AVI,472,472,,,,,0.0008085054735494265,high
dhf1k_687,687,val,data/attention_capture/DHF1K/video/687.AVI,691,691,,,,,0.0008041008407005423,high
dhf1k_689,689,val,data/attention_capture/DHF1K/video/689.AVI,312,312,,,,,0.0005942702776407644,low
dhf1k_691,691,val,data/attention_capture/DHF1K/video/691.AVI,360,360,,,,,0.0007970317338832603,high
dhf1k_697,697,val,data/attention_capture/DHF1K/video/697.AVI,584,584,,,,,0.000801398106774934,high
dhf1k_699,699,val,data/attention_capture/DHF1K/video/699.AVI,1142,1142,,,,,0.000796452374722533,high
dhf1k_700,700,val,data/attention_capture/DHF1K/video/700.AVI,434,434,,,,,0.0008538046438399324,high
